user_id,user_link,user_nickname,user_avatar,url_token,gender,ip_location,follows,fans,anwser_count,video_count,question_count,article_count,column_count,get_voteup_count,last_modify_ts
df4deb9232dab1f6f7193041b6628da0,https://www.zhihu.com/people/zhangkangkang,张抗抗,https://pica.zhimg.com/v2-b8c4992b61b3435c653f23af24846efb_xl.jpg?source=32738c0c&needBackground=1,zhangkangkang,男,IP 属地河南,5679,245478,1297,463,9,217,3,517566,1766544650608
