user_id,user_link,user_nickname,user_avatar,url_token,gender,ip_location,follows,fans,anwser_count,video_count,question_count,article_count,column_count,get_voteup_count,last_modify_ts
,https://www.zhihu.com/people/zhangkangkangyu,,,zhangkangkangyu,未知,,0,0,0,0,0,0,0,0,1766544592548
